,index,carat,cut,color,clarity,depth,table,price,carat_scale,L/Wratio,shape,Potential Client,volume
29663,11012,0.44,Very Good,H,VVS1,61.0,59.0,986,0.25-0.50,0.9938775510204081,Fancy,Other,71.11174000000001
29664,6545,0.41,Good,G,VVS1,61.0,61.0,986,0.25-0.50,0.9937499999999999,Fancy,Other,66.85632
29665,29779,0.41,Good,D,VS1,60.2,62.0,986,0.25-0.50,0.9917355371900827,Fancy,Other,67.3728
29666,27260,0.31,Ideal,F,VVS1,62.4,55.0,985,0.25-0.50,1.0046296296296295,Cushion Cut,Harry Winston,50.62176
29667,9731,0.42,Ideal,F,VS1,60.6,56.0,985,0.25-0.50,1.0082815734989647,Round Brilliant Cut,Tiffany & Co,69.15497400000001
29668,31133,0.42,Premium,F,VS1,59.8,57.0,985,0.25-0.50,1.0082474226804123,Round Brilliant Cut,Tiffany & Co,69.01501499999999
29669,24388,0.34,Ideal,F,IF,62.3,54.0,985,0.25-0.50,0.993348115299335,Fancy,Harry Winston,56.573440000000005
29670,22109,0.49,Very Good,F,SI1,62.3,57.0,985,0.25-0.50,0.9960552268244575,Fancy,Other,80.651025
29671,8478,0.33,Ideal,G,IF,61.7,55.0,984,0.25-0.50,0.9955257270693513,Fancy,Cartier,54.701625
29672,33227,0.51,Very Good,J,VS2,61.9,61.0,984,0.50-0.75,0.994140625,Fancy,Other,82.35212800000001
29673,22052,0.31,Ideal,D,VVS1,60.4,56.0,984,0.25-0.50,0.9887133182844244,Fancy,Harry Winston,51.613043999999995
29674,32463,0.33,Ideal,G,IF,62.1,56.0,984,0.25-0.50,0.9932432432432432,Fancy,Cartier,53.8461
29675,17806,0.33,Ideal,G,IF,61.6,55.0,984,0.25-0.50,0.993348115299335,Fancy,Cartier,55.967296000000005
29676,17377,0.41,Premium,H,SI1,61.8,59.0,984,0.25-0.50,1.0083857442348008,Cushion Cut,Other,67.91335199999999
29677,20294,0.35,Ideal,H,IF,61.9,55.0,984,0.25-0.50,1.0066518847006651,Cushion Cut,Cartier,57.33112
29678,3228,0.35,Ideal,E,VS2,62.4,57.0,984,0.25-0.50,1.0066371681415929,Cushion Cut,Tiffany & Co,58.20178
29679,23566,0.35,Premium,F,VS1,60.7,58.0,984,0.25-0.50,1.0088105726872247,Fancy,Tiffany & Co,57.597164
29680,27125,0.35,Premium,E,VS2,61.6,58.0,984,0.25-0.50,1.011061946902655,Cushion Cut,Tiffany & Co,57.83791999999999
29681,2671,0.33,Ideal,E,VVS1,61.2,56.0,984,0.25-0.50,0.9866962305986697,Fancy,Harry Winston,54.99043000000001
29682,8552,0.35,Ideal,H,IF,60.5,56.0,984,0.25-0.50,1.006578947368421,Round Brilliant Cut,Cartier,57.977208
29683,37948,0.42,Ideal,G,VS1,62.7,54.0,984,0.25-0.50,1.00625,Cushion Cut,Tiffany & Co,70.01568
29684,38340,0.35,Ideal,E,VS2,61.6,56.0,984,0.25-0.50,1.004424778761062,Cushion Cut,Tiffany & Co,57.253032
29685,37538,0.33,Ideal,E,VVS1,61.5,56.0,984,0.25-0.50,0.9933184855233852,Fancy,Harry Winston,55.06985
29686,470,0.5,Very Good,H,SI1,63.1,55.0,984,0.25-0.50,1.0139442231075697,Cushion Cut,Other,81.51024199999999
29687,27209,0.33,Ideal,E,VVS1,61.5,57.0,984,0.25-0.50,0.993288590604027,Fancy,Harry Winston,54.38023200000001
29688,30018,0.42,Premium,G,VS1,62.4,59.0,984,0.25-0.50,1.00418410041841,Cushion Cut,Tiffany & Co,68.60256
29689,32497,0.53,Premium,E,SI2,62.2,57.0,984,0.50-0.75,1.0077519379844961,Cushion Cut,Other,86.39904000000001
29690,4741,0.33,Ideal,E,VVS1,60.9,56.0,984,0.25-0.50,0.9955357142857142,Fancy,Harry Winston,54.34777600000001
29691,12747,0.3,Ideal,G,VS2,61.9,57.0,984,0.25-0.50,0.9906976744186047,Fancy,Tiffany & Co,48.54269999999999
29692,26900,0.33,Ideal,G,IF,61.3,57.0,984,0.25-0.50,0.9910313901345291,Fancy,Cartier,53.619904000000005
29693,27446,0.33,Ideal,G,IF,61.8,55.0,984,0.25-0.50,0.9933035714285714,Fancy,Cartier,55.023360000000004
29694,8457,0.53,Premium,E,SI2,62.2,57.0,984,0.50-0.75,1.0077519379844961,Cushion Cut,Other,86.39904000000001
29695,12632,0.33,Ideal,E,VVS1,61.7,56.0,984,0.25-0.50,0.9910313901345291,Fancy,Harry Winston,54.014168000000005
29696,30238,0.32,Ideal,F,IF,61.1,55.0,984,0.25-0.50,1.0067567567567566,Cushion Cut,Harry Winston,53.98329600000001
29697,6551,0.43,Good,F,SI1,63.7,57.0,984,0.25-0.50,1.0126849894291754,Cushion Cut,Other,68.876368
29698,30714,0.35,Ideal,E,VS2,61.7,55.0,984,0.25-0.50,1.0066079295154187,Cushion Cut,Tiffany & Co,58.30131800000001
29699,2664,0.42,Premium,G,VS1,60.8,59.0,984,0.25-0.50,1.0125260960334028,Fancy,Tiffany & Co,68.06829499999999
29700,15011,0.42,Ideal,G,VS1,61.9,56.0,984,0.25-0.50,1.0104821802935011,Cushion Cut,Tiffany & Co,68.284458
29701,22808,0.42,Ideal,H,VVS2,62.4,56.0,984,0.25-0.50,1.00418410041841,Cushion Cut,Cartier,68.60256
29702,13117,0.43,Fair,H,SI1,62.7,66.0,984,0.25-0.50,1.0127118644067798,Radiant Cut,Other,67.23356799999999
29703,37764,0.35,Premium,G,VVS1,59.3,61.0,984,0.25-0.50,1.0087336244541485,Radiant Cut,Cartier,57.765708000000004
29704,3174,0.35,Ideal,E,VS2,62.1,56.0,984,0.25-0.50,1.002212389380531,Cushion Cut,Tiffany & Co,57.536436
29705,10304,0.33,Ideal,E,VVS1,60.2,57.0,984,0.25-0.50,0.9933333333333333,Fancy,Harry Winston,54.3105
29706,21944,0.42,Premium,G,VS1,60.5,59.0,984,0.25-0.50,1.0083507306889352,Fancy,Tiffany & Co,67.324887
29707,32659,0.35,Ideal,E,VS2,61.5,55.0,984,0.25-0.50,1.008849557522124,Cushion Cut,Tiffany & Co,57.505247999999995
29708,40273,0.42,Ideal,G,VS1,61.3,57.0,984,0.25-0.50,1.006276150627615,Cushion Cut,Tiffany & Co,67.59589199999999
29709,18562,0.35,Ideal,E,VS2,62.5,55.0,984,0.25-0.50,1.0044444444444443,Cushion Cut,Tiffany & Co,57.35879999999999
29710,33397,0.33,Ideal,G,IF,62.2,56.0,984,0.25-0.50,0.995505617977528,Fancy,Cartier,54.409259999999996
29711,37118,0.35,Ideal,E,VS2,62.0,57.0,984,0.25-0.50,1.0088691796008868,Cushion Cut,Tiffany & Co,57.662605
29712,16500,0.34,Ideal,G,IF,62.2,56.0,984,0.25-0.50,0.9977578475336323,Fancy,Cartier,54.97619
29713,11462,0.42,Premium,H,VVS2,62.4,57.0,984,0.25-0.50,1.010460251046025,Cushion Cut,Cartier,69.2622
29714,4285,0.35,Premium,E,VS2,59.2,58.0,984,0.25-0.50,1.0087145969498912,Fancy,Tiffany & Co,58.017140999999995
29715,16160,0.42,Premium,G,VS1,60.6,58.0,984,0.25-0.50,1.0269709543568464,Fancy,Tiffany & Co,70.62264
29716,8318,0.33,Ideal,G,IF,61.6,53.0,984,0.25-0.50,0.9910514541387024,Fancy,Cartier,54.257754000000006
29717,19724,0.42,Premium,G,VS1,62.5,59.0,984,0.25-0.50,1.0148305084745763,Cushion Cut,Tiffany & Co,67.148136
29718,13391,0.33,Ideal,E,VVS1,61.7,56.0,984,0.25-0.50,0.9955357142857142,Fancy,Harry Winston,55.147008
29719,8190,0.3,Premium,E,IF,61.9,61.0,984,0.25-0.50,1.0117096018735365,Radiant Cut,Harry Winston,49.067424
29720,26210,0.53,Premium,E,SI2,59.9,58.0,984,0.50-0.75,1.0075901328273245,Fancy,Other,88.70832899999998
29721,281,0.35,Ideal,E,VS2,61.6,55.0,984,0.25-0.50,1.0111358574610245,Cushion Cut,Tiffany & Co,56.669188000000005
29722,28047,0.35,Premium,E,VS2,62.1,59.0,984,0.25-0.50,1.0067264573991033,Cushion Cut,Tiffany & Co,55.670612
29723,9797,0.42,Ideal,G,VS1,61.8,56.0,984,0.25-0.50,1.0083333333333333,Cushion Cut,Tiffany & Co,69.23136
29724,38721,0.35,Ideal,E,VS2,61.7,56.0,984,0.25-0.50,1.008849557522124,Cushion Cut,Tiffany & Co,57.711359999999985
29725,36708,0.35,Premium,E,VS2,60.9,59.0,984,0.25-0.50,1.0044052863436121,Fancy,Tiffany & Co,57.34564799999999
29726,34241,0.51,Good,J,VS2,63.1,56.0,984,0.50-0.75,0.9941520467836257,Fancy,Other,84.50648999999999
29727,26109,0.5,Ideal,J,VS1,63.0,56.0,984,0.25-0.50,1.005940594059406,Cushion Cut,Other,81.83626
29728,34046,0.42,Ideal,G,VS1,61.8,57.0,984,0.25-0.50,1.0062630480167014,Cushion Cut,Tiffany & Co,68.570766
29729,32293,0.42,Ideal,G,VS1,61.2,54.0,984,0.25-0.50,1.008298755186722,Cushion Cut,Tiffany & Co,69.338592
29730,11281,0.35,Premium,E,VS2,59.5,58.0,984,0.25-0.50,1.0065359477124183,Fancy,Tiffany & Co,58.103892
29731,38933,0.42,Ideal,H,VVS2,62.9,56.0,984,0.25-0.50,1.0084210526315789,Cushion Cut,Cartier,68.25750000000001
29732,21194,0.33,Ideal,G,IF,61.6,56.0,984,0.25-0.50,0.9933035714285714,Fancy,Cartier,54.82400000000001
29733,31668,0.35,Ideal,E,VS2,62.2,56.0,984,0.25-0.50,1.0044345898004436,Cushion Cut,Tiffany & Co,57.409143
29734,36072,0.42,Premium,G,VS1,59.4,59.0,984,0.25-0.50,1.008230452674897,Fancy,Tiffany & Co,69.06060000000001
29735,10486,0.46,Ideal,F,SI1,61.6,54.0,983,0.25-0.50,0.994,Fancy,Other,76.28949999999999
29736,31912,0.38,Premium,G,VS2,60.1,61.0,983,0.25-0.50,1.0064794816414688,Radiant Cut,Tiffany & Co,60.196482
29737,5489,0.38,Ideal,D,VS1,61.9,53.5,983,0.25-0.50,0.9936034115138592,Fancy,Tiffany & Co,63.380660000000006
29738,12953,0.38,Premium,G,VS2,60.4,57.0,983,0.25-0.50,1.006423982869379,Round Brilliant Cut,Tiffany & Co,62.11567000000001
29739,31761,0.47,Ideal,J,SI1,60.6,54.0,983,0.25-0.50,1.008,Round Brilliant Cut,Other,77.868
29740,29226,0.51,Ideal,H,SI2,61.8,53.0,983,0.50-0.75,0.9922779922779923,Fancy,Other,84.93438799999998
29741,21033,0.38,Ideal,D,VS1,61.8,54.0,983,0.25-0.50,0.9915074309978769,Fancy,Tiffany & Co,63.78753
29742,39674,0.5,Very Good,G,SI2,58.6,61.0,983,0.25-0.50,0.9904030710172745,Fancy,Other,81.726144
29743,37466,0.38,Premium,H,VS1,61.6,58.0,983,0.25-0.50,1.010752688172043,Cushion Cut,Tiffany & Co,62.942400000000006
29744,16024,0.38,Premium,G,VS2,59.9,58.0,983,0.25-0.50,1.010593220338983,Fancy,Tiffany & Co,63.940895999999995
29745,26936,0.51,Ideal,H,SI2,62.5,55.0,983,0.50-0.75,0.9922178988326849,Fancy,Other,83.88479999999998
29746,22618,0.51,Ideal,H,SI2,61.9,54.0,983,0.50-0.75,0.9961165048543689,Fancy,Other,84.01401000000001
29747,13832,0.32,Very Good,D,VVS1,61.9,54.0,983,0.25-0.50,0.9910313901345291,Fancy,Other,54.2113
29748,17,0.38,Premium,G,VS2,60.8,61.0,983,0.25-0.50,1.0021505376344086,Radiant Cut,Tiffany & Co,61.323270000000015
29749,34203,0.37,Ideal,D,VVS2,60.5,57.0,983,0.25-0.50,0.9935897435897437,Fancy,Harry Winston,61.36884
29750,31776,0.38,Premium,G,VS2,59.3,59.0,983,0.25-0.50,1.0063694267515924,Fancy,Tiffany & Co,62.51112
29751,30163,0.38,Premium,G,VS2,59.2,60.0,983,0.25-0.50,1.0063829787234042,Fancy,Tiffany & Co,62.02449000000001
29752,1191,0.38,Ideal,G,VS2,62.2,56.0,983,0.25-0.50,1.0043290043290043,Cushion Cut,Tiffany & Co,61.73798399999999
29753,14386,0.38,Ideal,I,VVS2,62.6,54.0,983,0.25-0.50,1.0064935064935066,Cushion Cut,Tiffany & Co,62.3007
29754,34963,0.36,Premium,F,VVS2,62.7,58.0,983,0.25-0.50,1.0088691796008868,Cushion Cut,Harry Winston,58.27821999999999
29755,28373,0.46,Ideal,H,VS1,62.3,53.0,983,0.25-0.50,0.9939879759519038,Fancy,Tiffany & Co,76.72624
29756,16703,0.4,Premium,F,VS1,60.5,60.0,982,0.25-0.50,0.9916666666666667,Fancy,Tiffany & Co,66.03072
29757,2024,0.4,Premium,F,VS1,60.4,59.0,982,0.25-0.50,0.9978991596638656,Fancy,Tiffany & Co,64.8907
29758,8390,0.4,Premium,G,VVS2,62.7,59.0,982,0.25-0.50,0.9936440677966103,Fancy,Cartier,65.30356
29759,21967,0.4,Very Good,F,VS1,62.5,57.0,982,0.25-0.50,0.9936440677966103,Fancy,Other,65.082192
29760,35816,0.4,Ideal,F,VS1,61.3,56.0,982,0.25-0.50,0.9936974789915968,Fancy,Tiffany & Co,65.518068
29761,27180,0.4,Premium,G,VVS2,62.0,58.0,982,0.25-0.50,0.9873417721518987,Fancy,Cartier,64.77494399999999
29762,11413,0.4,Premium,F,VS1,61.9,59.0,982,0.25-0.50,0.9936170212765957,Fancy,Tiffany & Co,63.652100000000004
29763,37869,0.4,Premium,G,VVS2,61.7,59.0,982,0.25-0.50,0.9936974789915968,Fancy,Cartier,65.96836400000001
29764,4863,0.4,Very Good,F,VVS2,60.5,57.0,982,0.25-0.50,0.9937369519832985,Fancy,Other,65.893156
29765,31764,0.4,Premium,F,VS1,61.4,58.0,982,0.25-0.50,0.9957894736842107,Fancy,Tiffany & Co,65.380425
29766,33246,0.4,Ideal,F,VS1,61.1,56.0,982,0.25-0.50,0.9937238493723849,Fancy,Tiffany & Co,66.07155
29767,3662,0.31,Ideal,D,VVS2,62.0,56.0,982,0.25-0.50,1.0069124423963134,Cushion Cut,Harry Winston,51.207660000000004
29768,20498,0.5,Ideal,I,SI1,62.0,55.0,982,0.25-0.50,0.9941291585127201,Fancy,Other,82.02980800000002
29769,15247,0.31,Ideal,D,VVS2,61.6,56.0,982,0.25-0.50,1.0092165898617511,Cushion Cut,Harry Winston,51.134748
29770,29364,0.4,Premium,F,VS1,61.4,58.0,982,0.25-0.50,0.9957894736842107,Fancy,Tiffany & Co,65.380425
29771,22183,0.4,Ideal,I,IF,62.4,56.0,982,0.25-0.50,0.9936575052854122,Fancy,Tiffany & Co,65.35914000000001
29772,12514,0.4,Ideal,D,VS2,60.4,56.0,982,0.25-0.50,0.9916142557651993,Fancy,Tiffany & Co,64.75322700000001
29773,9526,0.4,Premium,F,VS1,62.4,59.0,982,0.25-0.50,0.9957356076759061,Fancy,Tiffany & Co,63.954716
29774,32246,0.4,Premium,D,VS2,62.5,59.0,982,0.25-0.50,0.9872881355932204,Fancy,Tiffany & Co,64.445936
29775,3781,0.4,Very Good,F,VS1,62.9,58.0,982,0.25-0.50,0.9915074309978769,Fancy,Other,64.887315
29776,6252,0.4,Premium,D,VS2,60.5,59.0,982,0.25-0.50,0.9916666666666667,Fancy,Tiffany & Co,66.03072
29777,21285,0.4,Very Good,F,VS1,60.4,61.0,982,0.25-0.50,0.9937106918238995,Fancy,Other,64.890126
29778,29446,0.5,Ideal,I,SI1,61.9,58.0,982,0.25-0.50,0.9941060903732809,Fancy,Other,80.871956
29779,36175,0.4,Ideal,D,VS2,61.3,56.0,982,0.25-0.50,0.989561586638831,Fancy,Tiffany & Co,66.297432
29780,18356,0.31,Ideal,D,VVS2,61.9,57.0,982,0.25-0.50,1.0092807424593968,Cushion Cut,Harry Winston,50.245979999999996
29781,5287,0.4,Very Good,D,VS2,59.1,57.0,982,0.25-0.50,0.9876796714579055,Fancy,Other,66.99464199999998
29782,24163,0.4,Very Good,G,VVS2,58.9,58.0,982,0.25-0.50,0.9917355371900827,Fancy,Other,65.97887999999999
29783,4035,0.4,Ideal,I,IF,62.2,56.0,982,0.25-0.50,0.991578947368421,Fancy,Tiffany & Co,65.77515
29784,35923,0.4,Ideal,G,VVS2,62.4,56.0,982,0.25-0.50,0.9914529914529915,Fancy,Cartier,63.19123199999999
29785,13366,0.31,Premium,F,VVS1,59.4,58.0,982,0.25-0.50,1.0090702947845804,Fancy,Harry Winston,51.612435
29786,947,0.4,Very Good,F,VS1,61.5,59.0,982,0.25-0.50,0.9894957983193278,Fancy,Other,65.241036
29787,35491,0.46,Fair,F,VS2,66.0,58.0,982,0.25-0.50,1.0294117647058825,Cushion Cut,Other,74.40356
29788,29840,0.4,Ideal,F,VS1,62.7,55.0,982,0.25-0.50,0.9957983193277312,Fancy,Tiffany & Co,67.235952
29789,10352,0.4,Premium,F,VS1,60.3,60.0,982,0.25-0.50,0.9916839916839917,Fancy,Tiffany & Co,66.30729299999999
29790,21184,0.4,Premium,F,VS1,61.1,59.0,982,0.25-0.50,0.991578947368421,Fancy,Tiffany & Co,64.656525
29791,32453,0.3,Ideal,E,VVS1,61.1,56.0,982,0.25-0.50,1.0045871559633026,Cushion Cut,Harry Winston,50.988456000000006
29792,25982,0.4,Ideal,D,VS2,61.3,57.0,982,0.25-0.50,0.9958071278825996,Fancy,Tiffany & Co,66.1599
29793,36954,0.5,Ideal,I,SI1,62.0,55.0,982,0.25-0.50,0.9902723735408561,Fancy,Other,82.935442
29794,656,0.4,Premium,D,VS2,62.4,59.0,982,0.25-0.50,0.9957627118644069,Fancy,Tiffany & Co,65.22096
29795,626,0.4,Premium,D,VS2,61.7,59.0,982,0.25-0.50,0.9936974789915968,Fancy,Tiffany & Co,65.96836400000001
29796,12097,0.55,Ideal,J,SI1,61.2,55.0,982,0.50-0.75,0.9981132075471698,Fancy,Other,90.83988000000001
29797,9183,0.4,Premium,G,VVS2,61.1,58.0,982,0.25-0.50,0.9957983193277312,Fancy,Cartier,65.43096
29798,26974,0.4,Ideal,D,VS2,61.6,57.0,982,0.25-0.50,0.9874213836477989,Fancy,Tiffany & Co,65.602764
29799,21754,0.4,Premium,D,VS2,61.7,59.0,982,0.25-0.50,0.9936842105263157,Fancy,Tiffany & Co,65.4664
29800,37367,0.31,Ideal,D,VVS2,61.9,56.0,982,0.25-0.50,1.0045766590389016,Cushion Cut,Harry Winston,51.989453
29801,9723,0.43,Ideal,E,VS2,61.9,56.0,981,0.25-0.50,0.9938524590163934,Fancy,Tiffany & Co,71.24068
29802,40170,0.43,Very Good,E,VS2,62.8,56.0,981,0.25-0.50,0.9855967078189299,Fancy,Other,70.53658200000001
29803,24267,0.4,Good,E,VVS2,57.7,62.0,981,0.25-0.50,0.9877049180327869,Fancy,Piaget,65.86048
29804,3186,0.43,Ideal,E,VS2,62.1,56.0,981,0.25-0.50,0.9917864476386037,Fancy,Tiffany & Co,70.801521
29805,23145,0.33,Very Good,E,VVS2,60.1,63.0,981,0.25-0.50,0.9888888888888889,Fancy,Other,53.867250000000006
29806,1554,0.41,Good,E,VS2,63.1,64.0,981,0.25-0.50,1.0064794816414688,Radiant Cut,Other,63.217094
29807,37626,0.43,Ideal,E,VS2,62.0,57.0,981,0.25-0.50,0.9938144329896909,Fancy,Tiffany & Co,70.131
29808,8982,0.43,Ideal,E,VS1,61.2,56.0,981,0.25-0.50,0.9898785425101213,Fancy,Tiffany & Co,72.711366
29809,12567,0.33,Very Good,F,VVS1,63.3,57.0,980,0.25-0.50,1.0136986301369864,Cushion Cut,Other,54.25768800000001
29810,30414,0.49,Premium,F,SI2,60.8,60.0,980,0.25-0.50,1.0158730158730158,Fancy,Other,79.73683199999999
29811,39465,0.4,Ideal,G,VS2,62.8,54.0,980,0.25-0.50,1.006423982869379,Cushion Cut,Tiffany & Co,64.53006
29812,12212,0.4,Premium,G,VVS2,61.3,59.0,980,0.25-0.50,1.0084388185654007,Cushion Cut,Cartier,66.159024
29813,35540,0.36,Ideal,H,IF,60.6,56.0,980,0.25-0.50,0.9957081545064377,Fancy,Cartier,60.975168
29814,22851,0.45,Fair,E,VS2,66.9,60.0,980,0.25-0.50,1.0148619957537155,Cushion Cut,Other,71.593884
29815,12855,0.35,Ideal,G,IF,62.6,57.0,979,0.25-0.50,0.9955849889624723,Fancy,Cartier,57.613445999999996
29816,12157,0.3,Ideal,E,VVS1,62.5,54.0,979,0.25-0.50,1.006993006993007,Cushion Cut,Harry Winston,49.853232000000006
29817,32981,0.31,Ideal,F,IF,62.1,55.0,979,0.25-0.50,0.9977011494252874,Fancy,Harry Winston,50.973299999999995
29818,33867,0.31,Ideal,E,VVS2,61.2,56.0,979,0.25-0.50,0.9954441913439637,Fancy,Harry Winston,51.413924
29819,35886,0.5,Good,D,SI2,63.7,60.0,979,0.25-0.50,1.0139442231075697,Cushion Cut,Other,82.27679599999999
29820,34248,0.38,Ideal,G,VVS1,59.7,60.0,979,0.25-0.50,0.9936708860759493,Fancy,Cartier,62.957628
29821,36618,0.3,Premium,D,VS1,61.6,57.0,979,0.25-0.50,1.0069767441860467,Cushion Cut,Tiffany & Co,49.526540000000004
29822,2909,0.31,Ideal,F,IF,62.1,56.0,979,0.25-0.50,0.9931192660550459,Fancy,Harry Winston,50.97276000000001
29823,38461,0.31,Ideal,F,IF,62.0,56.0,979,0.25-0.50,0.9908256880733944,Fancy,Harry Winston,50.66668800000001
29824,21982,0.38,Ideal,E,VS1,61.9,55.2,979,0.25-0.50,0.9935483870967742,Fancy,Tiffany & Co,61.65621
29825,26463,0.32,Premium,H,IF,61.8,58.0,979,0.25-0.50,1.0091954022988505,Cushion Cut,Cartier,51.56054999999999
29826,10809,0.38,Ideal,E,VS1,62.6,53.5,979,0.25-0.50,0.9892703862660944,Fancy,Tiffany & Co,62.29954
29827,24658,0.45,Ideal,J,VVS1,61.9,56.0,978,0.25-0.50,0.9959595959595958,Fancy,Other,74.67471
29828,27788,0.38,Ideal,F,VS1,62.5,56.0,978,0.25-0.50,0.9956709956709956,Fancy,Tiffany & Co,61.20576
29829,14688,0.39,Ideal,G,VVS1,62.0,56.0,978,0.25-0.50,0.9914893617021276,Fancy,Cartier,63.5158
29830,31496,0.33,Ideal,F,IF,61.8,56.0,978,0.25-0.50,0.9910313901345291,Fancy,Harry Winston,54.014168000000005
29831,3338,0.33,Ideal,D,VS1,61.0,56.0,978,0.25-0.50,0.9933628318584072,Fancy,Tiffany & Co,55.8107
29832,39231,0.7,Fair,G,I1,68.3,56.0,978,0.50-0.75,1.0222222222222221,Fancy,Other,111.18384
29833,37150,0.32,Ideal,D,VS1,61.2,55.0,977,0.25-0.50,0.9910112359550561,Fancy,Tiffany & Co,53.182395
29834,5737,0.31,Ideal,F,VVS2,62.4,55.0,977,0.25-0.50,1.0069284064665127,Cushion Cut,Harry Winston,51.161548
29835,7269,0.31,Premium,G,VVS1,59.8,62.0,977,0.25-0.50,1.013793103448276,Radiant Cut,Cartier,50.26077
29836,14655,0.4,Ideal,G,VVS1,61.3,56.0,977,0.25-0.50,0.9978947368421053,Fancy,Cartier,65.51865000000001
29837,13491,0.31,Ideal,H,IF,60.8,57.0,977,0.25-0.50,1.0045662100456623,Round Brilliant Cut,Cartier,51.45624
29838,21560,0.51,Very Good,J,SI1,63.2,56.0,977,0.50-0.75,0.9921568627450981,Fancy,Other,82.83725999999999
29839,26822,0.31,Premium,G,VVS1,58.0,62.0,977,0.25-0.50,1.01131221719457,Radiant Cut,Cartier,50.97409199999999
29840,4447,0.4,Very Good,D,VVS2,58.4,60.0,977,0.25-0.50,0.993801652892562,Fancy,Other,65.65072799999999
29841,35731,0.31,Ideal,G,VVS1,62.8,57.0,977,0.25-0.50,1.0069767441860467,Cushion Cut,Cartier,50.45749
29842,5736,0.3,Ideal,G,VVS1,61.9,55.0,976,0.25-0.50,0.9953917050691246,Fancy,Cartier,50.246784
29843,18782,0.41,Very Good,G,VS1,60.6,56.0,976,0.25-0.50,0.9917864476386037,Fancy,Other,69.15497400000001
29844,19437,0.43,Very Good,G,VVS2,61.7,56.0,976,0.25-0.50,0.9918032786885246,Fancy,Other,70.621408
29845,24133,0.43,Very Good,G,VVS2,60.2,56.0,976,0.25-0.50,0.9959758551307848,Fancy,Other,73.558485
29846,36278,0.43,Good,D,VS2,59.9,61.0,976,0.25-0.50,0.9918032786885246,Fancy,Other,68.731872
29847,7843,0.4,Premium,E,VS2,62.2,59.0,975,0.25-0.50,1.0063694267515924,Cushion Cut,Tiffany & Co,65.63667600000001
29848,24244,0.38,Very Good,H,VVS1,60.0,57.0,975,0.25-0.50,0.9916492693110647,Fancy,Other,65.07215000000001
29849,11994,0.4,Ideal,E,VS2,62.6,57.0,975,0.25-0.50,1.0063829787234042,Cushion Cut,Tiffany & Co,65.58145
29850,29913,0.52,Premium,H,SI2,60.9,61.0,975,0.50-0.75,1.0098039215686276,Radiant Cut,Other,81.94680000000001
29851,5515,0.4,Premium,E,VS2,60.7,60.0,975,0.25-0.50,1.0106382978723405,Fancy,Tiffany & Co,64.07275
29852,3746,0.4,Ideal,F,VS2,61.9,55.0,975,0.25-0.50,1.0084566596194502,Cushion Cut,Tiffany & Co,66.33257400000001
29853,12991,0.31,Ideal,F,VVS1,61.6,55.0,975,0.25-0.50,0.9886621315192744,Fancy,Harry Winston,51.91452000000001
29854,11314,0.4,Ideal,E,VS2,62.3,56.0,975,0.25-0.50,1.00635593220339,Cushion Cut,Tiffany & Co,66.139
29855,23498,0.4,Premium,E,VS2,62.5,58.0,975,0.25-0.50,1.017204301075269,Cushion Cut,Tiffany & Co,64.44388500000001
29856,11289,0.4,Ideal,E,VS2,62.0,57.0,975,0.25-0.50,1.0085836909871244,Cushion Cut,Tiffany & Co,63.5158
29857,16956,0.4,Ideal,E,VS2,61.1,56.0,975,0.25-0.50,1.0042105263157894,Cushion Cut,Tiffany & Co,65.933325
29858,25896,0.43,Ideal,F,SI1,62.5,56.0,975,0.25-0.50,1.004149377593361,Cushion Cut,Other,70.452976
29859,27643,0.4,Ideal,E,VS2,62.2,56.0,975,0.25-0.50,1.0042372881355932,Cushion Cut,Tiffany & Co,65.776032
29860,39723,0.4,Ideal,E,VS2,62.4,55.0,975,0.25-0.50,1.0063694267515924,Cushion Cut,Tiffany & Co,65.85993
29861,14861,0.4,Ideal,E,VS2,62.4,56.0,975,0.25-0.50,1.0063694267515924,Cushion Cut,Tiffany & Co,65.85993
29862,15704,0.5,Good,F,SI1,64.3,57.0,975,0.25-0.50,1.0182186234817814,Cushion Cut,Other,79.76272200000001
29863,18279,0.52,Fair,F,SI2,56.3,59.0,975,0.50-0.75,1.0112149532710282,Fancy,Other,87.698805
29864,35355,0.39,Premium,E,VS2,59.7,59.0,975,0.25-0.50,1.0083507306889352,Fancy,Tiffany & Co,66.39945900000001
29865,1497,0.43,Ideal,E,SI1,62.6,56.0,975,0.25-0.50,1.0062630480167014,Cushion Cut,Other,69.494278
29866,30350,0.31,Ideal,F,VVS1,61.1,56.0,975,0.25-0.50,0.9931818181818182,Fancy,Harry Winston,51.531040000000004
29867,25054,0.4,Premium,E,VS2,62.2,58.0,975,0.25-0.50,1.0107066381156316,Cushion Cut,Tiffany & Co,64.36380799999999
29868,8488,0.34,Ideal,G,IF,61.5,55.0,974,0.25-0.50,0.9955849889624723,Fancy,Cartier,56.79623399999999
29869,31036,0.39,Ideal,G,VVS2,61.1,56.0,974,0.25-0.50,0.9957627118644069,Fancy,Cartier,63.889920000000004
29870,35164,0.34,Ideal,G,IF,61.9,54.0,974,0.25-0.50,0.9955752212389382,Fancy,Cartier,56.74859999999999
29871,2923,0.34,Ideal,G,IF,61.2,56.0,974,0.25-0.50,0.9956043956043957,Fancy,Cartier,57.299969999999995
